,State,Year,Relationship Unknown,Acquaintance,Babysittee,BF_GF,Child,Child_BF_GF,Common Law Spouse,Employee,Employer,Ex Spouse,Friend,Grandchild,Grandparent,Same Sex Relationship,In Law,Neighbor,Offender,Other Family Member,Otherwise Known,Parent,Sibling,Spouse,Stepchild,Stepparent,Stepsibling,Stranger,Relationship Unkown
485,SD,2013,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
486,SD,2014,1,5,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1.0
487,SD,2015,4,7,0,4,5,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4.0
488,SD,2016,3,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0,2,1,0,0,1,3.0
489,SD,2017,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,3,4.0
490,TN,1997,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,11.0
491,TN,1998,21,37,0,5,5,0,0,0,0,1,14,0,0,1,0,1,2,1,8,3,2,6,0,0,0,13,21.0
492,TN,1999,41,47,0,8,3,1,1,0,0,2,14,0,0,0,1,1,0,4,10,4,2,14,1,2,0,15,41.0
493,TN,2000,116,68,1,18,7,2,1,0,0,2,9,0,0,2,1,3,2,5,27,9,5,22,3,1,1,64,116.0
494,TN,2001,134,93,1,27,16,1,1,2,4,2,19,0,2,0,5,6,2,2,49,3,2,21,1,2,0,84,134.0
495,TN,2002,122,131,0,32,11,2,0,0,1,1,38,0,1,2,1,7,1,9,27,9,4,25,4,0,0,131,122.0
496,TN,2003,97,114,0,27,18,0,1,0,2,1,18,0,2,0,5,1,0,8,30,3,5,22,3,0,1,111,97.0
497,TN,2004,106,106,0,20,13,2,0,0,1,3,16,0,3,4,0,5,0,8,21,10,10,10,1,0,1,107,106.0
498,TN,2005,147,156,1,40,19,2,0,0,0,4,14,0,1,1,1,6,2,3,23,7,6,23,2,1,0,120,147.0
499,TN,2006,118,161,0,22,13,1,0,0,0,0,20,1,2,1,1,6,1,6,34,5,2,25,2,1,0,123,118.0
500,TN,2007,96,142,1,24,12,4,0,0,0,4,13,0,0,0,4,2,1,9,31,8,5,17,1,1,0,157,96.0
501,TN,2008,116,162,2,19,16,3,1,1,0,1,22,0,2,0,4,4,0,5,30,10,8,24,4,1,1,93,116.0
502,TN,2009,198,162,2,24,17,2,0,0,0,1,16,0,0,0,4,6,2,8,43,13,9,28,5,2,0,109,198.0
503,TN,2010,116,128,0,29,7,6,1,0,0,1,13,0,2,0,2,2,0,9,15,8,8,20,0,3,0,86,116.0
504,TN,2011,124,135,0,29,16,2,0,0,1,0,9,2,2,1,4,3,1,16,22,6,6,17,2,4,0,92,124.0
505,TN,2012,149,122,1,26,18,2,0,1,0,1,19,0,0,0,3,11,1,7,41,8,6,20,2,1,0,93,149.0
506,TN,2013,107,141,2,19,16,4,0,0,0,1,9,2,0,0,2,3,1,4,20,6,8,31,0,2,0,54,107.0
507,TN,2014,122,122,1,16,17,5,0,0,0,0,14,0,0,3,3,5,2,11,26,8,3,24,1,0,0,93,122.0
508,TN,2015,149,157,1,37,13,3,0,0,1,2,26,0,1,4,2,3,2,13,16,5,5,16,1,3,0,89,149.0
509,TN,2016,211,131,2,28,9,2,1,0,0,1,24,0,1,3,2,6,1,13,38,7,3,24,1,0,0,135,211.0
510,TN,2017,239,163,0,30,13,2,0,0,0,1,22,0,1,0,1,13,2,5,58,6,1,24,0,0,1,139,239.0
511,TX,1997,10,19,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16,10.0
512,TX,1998,16,24,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,17,16.0
513,TX,1999,20,15,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,11,20.0
514,TX,2000,19,17,0,3,1,1,2,0,0,0,1,0,0,0,0,1,2,3,1,0,2,6,0,0,0,24,19.0
515,TX,2001,22,29,0,4,4,0,1,0,1,2,9,0,0,0,1,0,0,3,1,1,1,4,0,0,0,23,22.0
516,TX,2002,22,14,1,8,2,0,2,0,0,0,1,0,0,0,0,0,0,2,5,2,1,9,0,0,0,24,22.0
517,TX,2003,16,18,0,10,3,0,0,0,1,0,5,0,0,0,0,3,0,3,4,1,0,8,1,1,0,22,16.0
518,TX,2004,13,28,1,6,4,0,2,0,0,0,1,0,0,0,0,1,0,1,4,0,0,4,0,0,0,21,13.0
519,TX,2005,30,30,1,6,4,0,2,0,0,1,2,0,2,0,0,1,1,4,9,3,2,8,1,0,0,13,30.0
520,TX,2006,95,44,0,3,9,0,5,0,0,1,2,0,0,0,1,0,1,5,2,1,1,8,4,0,0,14,95.0
521,TX,2007,82,41,0,10,11,3,0,0,0,2,3,0,1,0,0,2,0,3,5,1,2,9,3,0,0,10,82.0
522,TX,2008,91,47,0,3,6,3,1,0,0,2,7,0,0,1,0,1,2,2,3,1,1,12,0,0,0,17,91.0
523,TX,2009,65,43,0,4,8,1,1,0,0,1,2,0,2,0,0,0,0,5,7,3,0,11,3,0,0,11,65.0
524,TX,2010,86,27,1,6,6,1,1,0,0,0,0,1,1,1,0,2,1,4,4,4,3,14,2,0,0,22,86.0
525,TX,2011,115,24,0,5,8,0,1,0,0,1,8,0,0,0,2,2,0,1,2,1,3,5,0,2,0,9,115.0
526,TX,2012,51,36,0,5,7,1,0,0,0,2,5,0,0,0,1,1,1,6,2,1,2,5,2,1,0,8,51.0
527,TX,2013,79,38,0,2,4,1,1,0,0,1,6,0,0,1,1,3,2,2,3,1,3,8,1,0,0,11,79.0
528,TX,2014,87,25,1,6,4,0,2,1,1,3,5,0,0,0,2,0,0,5,7,3,0,9,0,1,0,14,87.0
529,TX,2015,95,31,0,8,9,1,2,0,0,2,0,0,0,0,0,0,1,1,5,1,2,12,0,0,0,14,95.0
530,TX,2016,104,41,0,8,12,0,1,0,0,0,4,0,1,0,4,2,1,5,2,8,3,10,0,0,0,15,104.0
531,TX,2017,147,59,2,6,7,1,0,0,0,5,7,1,1,1,2,1,1,2,7,5,1,14,1,1,0,19,147.0
532,UT,1993,1,2,0,2,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
533,UT,1995,12,9,0,1,2,0,0,0,0,2,2,0,0,0,2,0,0,1,4,0,1,1,0,0,0,11,12.0
534,UT,1996,12,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,2,12.0
535,UT,1997,14,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,14.0
536,UT,1998,7,7,0,4,2,1,2,1,0,1,1,0,0,0,0,0,0,2,4,0,0,4,0,0,0,2,7.0
537,UT,1999,11,10,0,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,2,0,1,0,1,11.0
538,UT,2000,7,2,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,0,1,1,0,0,9,7.0
539,UT,2001,25,11,0,3,3,0,1,0,3,1,2,0,0,0,0,2,0,1,4,1,0,7,0,0,0,11,25.0
540,UT,2002,18,6,1,1,1,0,1,0,0,0,1,0,0,0,2,0,0,1,7,0,1,5,0,0,0,3,18.0
541,UT,2003,62,9,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,5,62.0
542,UT,2004,22,13,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,7,1,0,0,4,22.0
543,UT,2005,17,19,0,3,7,2,0,0,0,3,0,0,0,0,0,0,0,0,14,1,2,3,0,0,0,5,17.0
544,UT,2006,25,15,1,3,4,1,0,1,0,0,2,0,0,0,0,0,2,1,3,2,0,3,1,0,0,3,25.0
545,UT,2007,17,23,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,0,0,10,17.0
546,UT,2008,20,1,0,5,4,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,3,0,0,0,13,20.0
547,UT,2009,7,6,0,4,2,0,0,0,0,0,3,0,0,0,0,3,0,1,9,0,1,4,0,0,0,1,7.0
548,UT,2010,10,9,0,4,7,1,0,0,0,0,0,0,0,0,2,0,0,3,15,4,1,1,1,0,0,5,10.0
549,UT,2011,25,7,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,1,15,1,0,5,2,0,0,1,25.0
550,UT,2012,33,5,0,5,6,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,1,2,1,1,0,6,33.0
551,UT,2013,19,20,0,3,0,2,0,0,0,0,3,0,0,0,1,1,0,2,1,0,2,4,1,0,0,6,19.0
552,UT,2014,22,8,0,2,12,1,0,0,0,0,0,0,0,1,1,2,0,1,3,2,0,4,0,0,0,14,22.0
553,UT,2015,21,13,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,1,8,0,0,3,1,0,0,6,21.0
554,UT,2016,35,8,0,2,2,0,0,0,0,1,7,0,0,2,0,0,0,0,17,5,0,2,0,0,0,14,35.0
555,UT,2017,38,14,0,6,7,1,0,0,0,1,4,0,0,1,0,0,0,1,3,5,0,4,0,0,0,12,38.0
556,VA,1995,2,7,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,4,2.0
557,VA,1996,8,19,0,4,1,1,0,0,0,0,2,0,0,0,1,1,0,0,2,0,2,7,0,0,0,1,8.0
558,VA,1997,16,20,1,10,5,1,2,0,0,0,6,0,0,0,0,0,0,1,4,2,0,7,1,1,0,11,16.0
559,VA,1998,22,30,0,12,3,0,1,1,0,0,11,0,0,0,2,2,0,5,7,1,3,16,0,0,0,13,22.0
560,VA,1999,67,52,2,14,10,1,1,2,0,1,11,0,2,2,4,1,1,2,8,5,3,18,1,0,0,18,67.0
561,VA,2000,237,102,1,20,13,2,1,1,0,6,11,1,0,2,1,6,0,10,23,8,7,20,0,3,0,34,237.0
562,VA,2001,242,71,2,21,21,0,3,0,0,2,12,0,2,0,1,4,3,7,23,3,1,33,2,0,0,47,242.0
563,VA,2002,253,41,0,14,16,3,1,0,0,3,21,0,1,1,2,6,0,6,38,6,4,21,1,2,1,47,253.0
564,VA,2003,299,61,1,25,13,3,0,0,0,3,18,0,0,0,4,1,1,8,23,4,1,22,1,0,1,46,299.0
565,VA,2004,241,70,0,16,7,2,0,0,1,2,17,0,3,0,0,4,2,4,29,4,4,22,1,0,0,39,241.0
566,VA,2005,289,88,0,24,22,1,0,0,1,2,12,1,1,1,3,0,0,10,34,10,2,19,1,1,1,60,289.0
567,VA,2006,276,62,2,22,17,1,0,0,1,1,7,0,3,3,5,3,3,8,26,8,3,18,0,1,0,65,276.0
568,VA,2007,292,54,0,17,10,0,1,1,0,3,13,2,0,3,3,6,0,7,19,2,8,20,2,1,0,77,292.0
569,VA,2008,200,111,0,27,17,1,0,0,0,2,10,0,2,0,2,3,1,4,37,7,5,18,1,2,0,68,200.0
570,VA,2009,191,66,1,23,17,2,1,0,2,0,11,0,0,0,1,4,0,6,41,2,3,29,2,1,0,60,191.0
571,VA,2010,190,69,2,30,18,4,3,0,1,2,13,1,0,1,2,0,3,9,17,10,5,28,2,0,0,56,190.0
572,VA,2011,128,67,0,15,15,5,1,0,0,2,20,3,2,0,1,7,1,8,26,8,1,22,2,1,3,53,128.0
573,VA,2012,206,51,2,13,14,1,1,0,0,1,11,0,0,3,3,1,0,7,27,9,7,9,1,2,0,46,206.0
574,VA,2013,175,83,1,16,22,2,0,0,0,2,13,1,2,0,3,2,1,8,28,9,3,19,2,0,0,34,175.0
575,VA,2014,222,59,1,18,25,1,3,0,0,1,0,2,1,1,1,1,0,12,31,11,3,22,2,1,0,39,222.0
576,VA,2015,220,69,1,24,12,1,2,0,0,0,13,0,0,2,2,1,1,3,18,7,3,23,2,0,1,47,220.0
577,VA,2016,229,98,3,25,21,5,1,0,0,4,10,0,1,2,1,2,0,6,61,11,5,16,0,2,0,60,229.0
578,VA,2017,223,101,1,29,15,1,0,2,2,1,27,0,1,0,1,0,3,6,41,12,6,22,4,1,0,61,223.0
579,VT,1995,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
580,VT,1996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0
581,VT,1997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
582,VT,1998,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
583,VT,1999,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0.0
584,VT,2000,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0
585,VT,2001,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0
586,VT,2002,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,4.0
587,VT,2003,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,7,1.0
588,VT,2004,4,5,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,4.0
589,VT,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0.0
590,VT,2006,0,13,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.0
591,VT,2007,0,7,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0
592,VT,2008,1,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1.0
593,VT,2009,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0
594,VT,2010,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0
595,VT,2011,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0
596,VT,2012,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0.0
597,VT,2013,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0.0
598,VT,2014,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0
599,VT,2016,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,5,0.0
600,VT,2017,3,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3.0
601,WA,2007,28,2,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,28.0
602,WA,2008,47,3,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,1,1,0,0,4,47.0
603,WA,2009,66,6,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,4,66.0
604,WA,2010,27,21,0,3,2,0,0,0,0,0,5,0,0,0,1,1,0,3,2,3,0,3,0,0,0,11,27.0
605,WA,2011,20,24,1,5,7,1,2,0,0,2,3,0,2,1,1,1,1,1,4,5,2,2,0,0,0,3,20.0
606,WA,2012,64,55,0,11,6,4,1,0,0,1,7,0,1,0,2,1,2,8,16,4,0,11,0,0,0,34,64.0
607,WA,2013,41,46,1,9,5,1,0,0,0,0,5,0,1,1,1,3,1,3,22,4,1,7,0,0,0,33,41.0
608,WA,2014,59,33,0,8,9,0,0,3,0,1,14,1,0,0,1,1,0,3,40,5,1,10,1,1,0,18,59.0
609,WA,2015,64,45,0,11,7,3,2,0,1,0,10,0,2,0,1,1,0,1,32,1,2,13,0,0,1,38,64.0
610,WA,2016,75,34,0,12,6,1,0,0,0,0,11,0,2,2,0,6,1,1,32,5,1,8,2,1,0,37,75.0
611,WA,2017,84,56,1,17,2,2,0,0,0,1,8,0,1,0,0,1,0,5,25,14,4,12,0,1,0,36,84.0
612,WI,2005,201,37,2,6,2,0,0,0,0,0,6,0,0,0,1,4,0,2,7,0,2,0,0,0,0,3,201.0
613,WI,2006,156,18,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,1,6,0,0,1,0,0,0,49,156.0
614,WI,2007,87,18,0,6,1,0,0,0,0,0,2,0,1,0,0,7,0,0,7,0,0,1,0,0,0,120,87.0
615,WI,2008,18,14,2,4,6,1,0,0,0,1,6,0,0,0,0,0,0,1,8,0,1,2,0,0,0,109,18.0
616,WI,2009,39,17,0,4,8,1,1,0,1,1,5,0,0,0,0,0,0,2,7,1,0,3,0,0,0,71,39.0
617,WI,2010,87,43,0,7,3,1,0,0,0,0,7,0,0,1,1,0,0,1,17,6,0,1,2,0,0,56,87.0
618,WI,2011,63,32,1,8,10,2,0,0,0,0,7,2,0,0,0,0,0,0,5,2,1,1,0,1,0,62,63.0
619,WI,2012,92,33,0,3,6,1,0,0,1,1,8,0,0,0,0,1,0,4,10,0,0,2,0,0,0,67,92.0
620,WI,2013,108,26,1,6,3,0,0,0,0,0,11,0,0,0,0,1,0,1,19,0,3,9,0,0,0,64,108.0
621,WI,2014,58,27,0,9,4,0,0,0,0,1,3,0,0,0,0,2,1,2,17,1,2,2,1,1,0,96,58.0
622,WI,2015,110,32,1,7,8,1,0,0,0,0,5,0,0,1,0,0,0,9,30,6,1,2,0,1,0,81,110.0
623,WI,2016,118,52,1,18,5,0,0,0,0,1,5,0,0,0,0,1,0,5,3,2,2,6,1,1,0,97,118.0
624,WI,2017,123,24,1,6,6,0,1,2,0,0,5,0,0,1,0,0,0,1,5,1,2,6,2,0,0,101,123.0
625,WV,1998,9,4,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,9.0
626,WV,1999,12,23,0,5,2,0,1,0,0,2,4,0,1,0,0,3,0,1,4,2,2,12,0,1,0,2,12.0
627,WV,2000,17,16,0,4,4,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,5,0,0,0,7,17.0
628,WV,2001,12,9,1,3,0,0,1,0,0,1,3,0,0,0,0,1,0,0,2,1,1,7,0,0,0,0,12.0
629,WV,2002,11,19,2,4,1,2,0,0,0,0,6,0,1,0,1,1,0,3,5,5,1,7,1,1,0,13,11.0
630,WV,2003,9,25,0,5,2,1,1,0,0,0,2,1,0,0,1,3,0,1,3,3,3,4,1,0,0,6,9.0
631,WV,2004,39,13,0,2,3,0,4,0,0,1,0,0,0,0,0,2,0,1,7,1,0,6,2,0,0,5,39.0
632,WV,2005,17,21,1,3,4,0,3,0,0,1,3,0,1,1,2,1,0,3,11,1,1,7,2,1,0,9,17.0
633,WV,2006,17,12,0,5,7,0,2,0,0,1,2,0,0,0,4,1,0,2,10,1,3,8,2,1,0,6,17.0
634,WV,2007,14,9,1,4,6,2,0,0,0,0,1,1,0,0,0,1,0,1,11,5,0,8,3,0,0,10,14.0
635,WV,2008,10,14,0,5,6,0,2,0,0,2,1,0,0,0,0,0,0,2,14,3,0,8,0,0,0,12,10.0
636,WV,2009,20,22,0,6,3,0,1,0,0,0,5,0,0,1,1,2,0,0,11,2,0,6,0,0,0,6,20.0
637,WV,2010,6,11,0,2,5,1,0,0,0,0,1,0,0,0,1,2,1,0,10,2,2,7,2,0,1,1,6.0
638,WV,2011,9,26,1,6,7,1,1,0,0,0,2,0,0,0,0,0,0,3,16,5,3,8,0,0,0,8,9.0
639,WV,2012,11,24,0,4,4,0,1,0,0,0,3,0,0,0,3,1,0,2,13,2,0,7,0,0,0,9,11.0
640,WV,2013,12,11,0,2,4,0,1,0,0,0,5,1,0,0,0,2,0,1,7,2,0,6,1,2,0,6,12.0
641,WV,2014,17,40,1,2,11,1,0,0,0,0,2,0,0,0,0,3,0,4,11,3,1,7,0,0,0,7,17.0
642,WV,2015,7,27,0,3,5,2,0,0,0,1,2,0,2,1,2,2,1,0,17,2,2,2,0,0,0,7,7.0
643,WV,2016,24,28,0,1,7,1,1,0,0,0,7,0,0,0,0,1,1,0,9,0,1,5,0,0,0,12,24.0
644,WV,2017,20,31,0,4,8,2,0,0,0,0,2,0,0,0,0,1,0,2,3,3,2,5,0,0,0,2,20.0
